hidden neurons,optimizer,batch size,epochs,F1 Score,Recall,Precision,learning rate,Fold,Loss,Time
20,SGD,5,20,0.6131030025265879,0.6280351219955473,0.6985038553602398,0.001,1.0,BCELoss,69.80319213867188
20,SGD,5,20,0.5177996548514077,0.5758137612393269,0.7246562443792399,0.001,2.0,BCELoss,71.39029026031494
20,SGD,5,20,0.5860991260095143,0.6126119754832626,0.7055861594078154,0.001,3.0,BCELoss,75.13849949836731
20,SGD,5,20,0.5928529868622681,0.6140137870251017,0.6903420418329995,0.001,4.0,BCELoss,73.82613110542297
20,SGD,5,20,0.7221250825566666,0.7196990990093675,0.7287317686415307,0.01,0.0,BCELoss,71.56761574745178
20,SGD,5,20,0.7152163686149375,0.712365055204689,0.7351065890010613,0.01,1.0,BCELoss,67.36574625968933
20,SGD,5,20,0.7164848284826746,0.7142208909926846,0.7265180079337026,0.01,2.0,BCELoss,67.6385498046875
20,SGD,5,20,0.7205474061655956,0.7179684383273492,0.7333816305529668,0.01,3.0,BCELoss,71.622145652771
20,SGD,5,20,0.7067634844270742,0.7045267516326098,0.7295331935730649,0.01,4.0,BCELoss,71.23003387451172
20,SGD,5,20,0.7203577021269887,0.7219553277287765,0.7195826331099368,0.1,0.0,BCELoss,71.42087936401367
20,SGD,5,20,0.7313687123845668,0.7280930528420191,0.7464442715059765,0.1,1.0,BCELoss,68.92457032203674
20,SGD,5,20,0.7347955184172756,0.732868887731298,0.7395383988869537,0.1,2.0,BCELoss,67.87997770309448
20,SGD,5,20,0.7320645036813902,0.7314346235447721,0.7328971197724258,0.1,3.0,BCELoss,70.53069949150085
20,SGD,5,20,0.7201253994183178,0.7172905909913136,0.7384758202294202,0.1,4.0,BCELoss,73.94582724571228
20,SGD,10,10,0.3622709842351939,0.5,0.28403206948388177,0.001,0.0,BCELoss,18.517440795898438
20,SGD,10,10,0.361288945795988,0.5,0.28282659538924154,0.001,1.0,BCELoss,18.498095273971558
20,SGD,10,10,0.3588260497000857,0.5,0.279819579017708,0.001,2.0,BCELoss,18.01888370513916
20,SGD,10,10,0.35951209073400386,0.5,0.280654861343134,0.001,3.0,BCELoss,17.83390212059021
20,SGD,10,10,0.36040175232396626,0.5,0.2817407283661878,0.001,4.0,BCELoss,17.95915389060974
20,SGD,10,10,0.6874911423532262,0.6855440133730741,0.7069666881261227,0.01,0.0,BCELoss,18.847137928009033
20,SGD,10,10,0.6834517610101705,0.6826844699895497,0.7137862736770464,0.01,1.0,BCELoss,18.19521737098694
20,SGD,10,10,0.6905804394354734,0.6892480692138699,0.7099979530158711,0.01,2.0,BCELoss,18.37351417541504
20,SGD,10,10,0.6903782158547775,0.689022435897436,0.7117468163635668,0.01,3.0,BCELoss,18.518036365509033
20,SGD,10,10,0.6861690941186493,0.6851247423172854,0.7120459829806933,0.01,4.0,BCELoss,18.05973768234253
20,SGD,10,10,0.7257217254850238,0.72394924790102,0.7292080365870688,0.1,0.0,BCELoss,17.384334325790405
20,SGD,10,10,0.7126087632243252,0.7100128356581399,0.7397208046632306,0.1,1.0,BCELoss,18.081707239151
20,SGD,10,10,0.7202891196021565,0.7186181006953095,0.7243751295905265,0.1,2.0,BCELoss,18.847200393676758
20,SGD,10,10,0.7211461220090927,0.7214098710695245,0.7209149296493278,0.1,3.0,BCELoss,18.283421754837036
20,SGD,10,10,0.7123227246193168,0.709757672446452,0.7299334538514493,0.1,4.0,BCELoss,18.95361614227295
20,SGD,10,20,0.3631209756646997,0.5003866976024749,0.7841269841269841,0.001,0.0,BCELoss,40.53719115257263
20,SGD,10,20,0.3808246932103279,0.5083447680494343,0.7293399265752603,0.001,1.0,BCELoss,36.96155881881714
20,SGD,10,20,0.3629199528830757,0.5017475596222227,0.7347965005705591,0.001,2.0,BCELoss,38.48652005195618
20,SGD,10,20,0.38353923673088364,0.5107873871178327,0.7591454117749559,0.001,3.0,BCELoss,37.120771169662476
20,SGD,10,20,0.36040175232396626,0.5,0.2817407283661878,0.001,4.0,BCELoss,37.48623704910278
20,SGD,10,20,0.7104137146988843,0.7076080621390415,0.7240341333930134,0.01,0.0,BCELoss,37.445483922958374
20,SGD,10,20,0.7068704307610849,0.7044461356717706,0.730743462440353,0.01,1.0,BCELoss,36.23517465591431
20,SGD,10,20,0.7122331906072845,0.7099856181912894,0.7249725896781893,0.01,2.0,BCELoss,35.68174624443054
20,SGD,10,20,0.7113260427671806,0.7089732256192652,0.7281965030049208,0.01,3.0,BCELoss,36.09320616722107
20,SGD,10,20,0.706157182175188,0.7039526988197511,0.7290731532140464,0.01,4.0,BCELoss,39.36511945724487
20,SGD,10,20,0.7266617722971035,0.7250852929157591,0.7295154837753741,0.1,0.0,BCELoss,38.35534119606018
20,SGD,10,20,0.7237589274919142,0.7205828297514654,0.7445135567493517,0.1,1.0,BCELoss,38.136703968048096
20,SGD,10,20,0.7263162489776038,0.7243052567209476,0.7320235759146702,0.1,2.0,BCELoss,37.1660532951355
20,SGD,10,20,0.7301865440106998,0.7299336080586081,0.7304703053444394,0.1,3.0,BCELoss,36.351762771606445
20,SGD,10,20,0.7204902935888686,0.7176946234187451,0.73532202358759,0.1,4.0,BCELoss,38.29178428649902
