hidden neurons,optimizer,batch size,epochs,F1 Score,Recall,Precision,learning rate,Fold,Loss,Time
20,SGD,10,10,0.6881329264369342,0.6869760499401589,0.710863255615157,0.01,3.0,BCELoss,19.19398522377014
20,SGD,10,10,0.6820292202657028,0.6812977235648935,0.7088938575268132,0.01,4.0,BCELoss,19.588852882385254
20,SGD,10,10,0.7237483528131772,0.7212619212810572,0.7305945252514623,0.1,0.0,BCELoss,18.4222252368927
20,SGD,10,10,0.7136809711639449,0.7109915261938298,0.7393967334035827,0.1,1.0,BCELoss,19.674611568450928
20,SGD,10,10,0.7177350348710965,0.7157665390800172,0.7238823437621908,0.1,2.0,BCELoss,19.53964924812317
20,SGD,10,10,0.7210789607389071,0.7212850886737026,0.7208929402160238,0.1,3.0,BCELoss,19.83271098136902
20,SGD,10,10,0.7127239809311757,0.7101539328375795,0.7315392204218008,0.1,4.0,BCELoss,18.939337015151978
20,SGD,10,20,0.3660868241496345,0.5017401392111369,0.7844596855135497,0.001,0.0,BCELoss,39.490694761276245
20,SGD,10,20,0.36592643737998676,0.5021153846153846,0.7833472803347281,0.001,1.0,BCELoss,36.581342935562134
20,SGD,10,20,0.367126513783774,0.503793626707132,0.7807576265504526,0.001,2.0,BCELoss,38.86285996437073
20,SGD,10,20,0.3620226759435835,0.5011424219345011,0.7809364548494984,0.001,3.0,BCELoss,38.41426634788513
20,SGD,10,20,0.36779572588998755,0.5031478448937552,0.7325175997318136,0.001,4.0,BCELoss,39.66689157485962
20,SGD,10,20,0.7106756840912205,0.7078557600887596,0.7245003083659649,0.01,0.0,BCELoss,36.94485807418823
20,SGD,10,20,0.7089525630103684,0.7064275978008996,0.732659600399846,0.01,1.0,BCELoss,38.205904722213745
20,SGD,10,20,0.7123135771768792,0.7100664733993161,0.7248750012880216,0.01,2.0,BCELoss,38.35108041763306
20,SGD,10,20,0.7133414661247459,0.7109188563087079,0.7296859557090569,0.01,3.0,BCELoss,39.23226833343506
20,SGD,10,20,0.706405612047182,0.7041682735493551,0.7287038200900267,0.01,4.0,BCELoss,37.84351062774658
20,SGD,10,20,0.7262815166286707,0.7244446438004564,0.729976482600433,0.1,0.0,BCELoss,37.562798738479614
20,SGD,10,20,0.7222371517010318,0.7191199054932074,0.7427073697814701,0.1,1.0,BCELoss,36.36233854293823
20,SGD,10,20,0.7269723127198622,0.724942699250334,0.7327538407601935,0.1,2.0,BCELoss,37.64354658126831
20,SGD,10,20,0.7293317991407431,0.7288216733761288,0.7299747582901247,0.1,3.0,BCELoss,40.0830557346344
20,SGD,10,20,0.7173072856230174,0.7145898934709108,0.7328975483276081,0.1,4.0,BCELoss,40.60665965080261
