hidden neurons,optimizer,batch size,epochs,F1 Score,Recall,Precision,learning rate,Fold,Loss,Time
20,SGD,10,10,0.361288945795988,0.5,0.28282659538924154,0.01,1.0,BCELoss,62.580751180648804
20,SGD,10,10,0.3588260497000857,0.5,0.279819579017708,0.01,2.0,BCELoss,63.78579545021057
20,SGD,10,10,0.35951209073400386,0.5,0.280654861343134,0.01,3.0,BCELoss,63.66681957244873
20,SGD,10,10,0.36040175232396626,0.5,0.2817407283661878,0.01,4.0,BCELoss,68.34984970092773
20,SGD,10,10,0.7728801191089674,0.7729689393479422,0.7727935075645618,0.1,0.0,BCELoss,61.178499937057495
20,SGD,10,10,0.7683041070166869,0.7632651415330092,0.7952745743536954,0.1,1.0,BCELoss,65.99511075019836
20,SGD,10,10,0.7795429232087177,0.7802675922360882,0.7789904525114575,0.1,2.0,BCELoss,67.54458618164062
20,SGD,10,10,0.7798139128494943,0.7797674582018641,0.7798610903259804,0.1,3.0,BCELoss,62.2986204624176
20,SGD,10,10,0.7730183023049826,0.7694407276713652,0.7836266473533899,0.1,4.0,BCELoss,62.92240047454834
20,SGD,10,20,0.3622709842351939,0.5,0.28403206948388177,0.001,0.0,BCELoss,114.89130091667175
20,SGD,10,20,0.361288945795988,0.5,0.28282659538924154,0.001,1.0,BCELoss,114.25759029388428
20,SGD,10,20,0.3588260497000857,0.5,0.279819579017708,0.001,2.0,BCELoss,108.06839847564697
20,SGD,10,20,0.35951209073400386,0.5,0.280654861343134,0.001,3.0,BCELoss,113.99055433273315
20,SGD,10,20,0.36040175232396626,0.5,0.2817407283661878,0.001,4.0,BCELoss,112.39044904708862
20,SGD,10,20,0.3622709842351939,0.5,0.28403206948388177,0.01,0.0,BCELoss,106.4499659538269
20,SGD,10,20,0.361288945795988,0.5,0.28282659538924154,0.01,1.0,BCELoss,106.52836513519287
20,SGD,10,20,0.3588260497000857,0.5,0.279819579017708,0.01,2.0,BCELoss,105.49329590797424
20,SGD,10,20,0.35951209073400386,0.5,0.280654861343134,0.01,3.0,BCELoss,112.45450735092163
20,SGD,10,20,0.36040175232396626,0.5,0.2817407283661878,0.01,4.0,BCELoss,111.4140841960907
20,SGD,10,20,0.7655129306463804,0.7704493219204669,0.7655767137282486,0.1,0.0,BCELoss,107.00825047492981
20,SGD,10,20,0.7762993187750465,0.7739892771139079,0.7806572621369164,0.1,1.0,BCELoss,113.59879899024963
20,SGD,10,20,0.7653016459590416,0.7686105134418952,0.7650393286392609,0.1,2.0,BCELoss,109.46556997299194
20,SGD,10,20,0.7718824184579364,0.7730276221303449,0.7711454461468643,0.1,3.0,BCELoss,113.79674100875854
20,SGD,10,20,0.7712215574252183,0.7685455252415884,0.7772529158302924,0.1,4.0,BCELoss,107.52867412567139
